series,subseries,date,url,pdf,author,description,keyword,file_name
Accidents & Fatalities,Accident Investigations,2006-06-20,https://railroads.dot.gov/elibrary/hq-2006-52-finalized,True,,"{'Accident Date': 'June 20, 2006', 'Accident Type': 'Derailment (DRM)', 'Railroad Name': 'Norfolk Southern (NS)', 'Location': 'SWEET WATER, TN\nUnited States', 'Accident Number': 'HQ-2006-52', 'Investigation Status': 'Finalized'}",,hq200652.pdf
Accidents & Fatalities,Accident Investigations,2006-06-21,https://railroads.dot.gov/elibrary/hq-2006-53-finalized,True,,"{'Accident Date': 'June 21, 2006', 'Accident Type': 'Highway-Rail Grade Crossing Incident (HRX)', 'Railroad Name': 'Northeast IL Regional Commuter Rail Corp. (NIRC)', 'Location': 'Lamont, IL\nUnited States', 'Accident Number': 'HQ-2006-53', 'Investigation Status': 'Finalized'}",,hq200653.pdf
Accidents & Fatalities,Accident Investigations,2006-06-25,https://railroads.dot.gov/elibrary/hq-2006-54-finalized,True,,"{'Accident Date': 'June 25, 2006', 'Accident Type': 'Rear End Collision (REC)', 'Railroad Name': 'CSX Transportation (CSX)', 'Location': 'Baltimore, MD\nUnited States', 'Accident Number': 'HQ-2006-54', 'Investigation Status': 'Finalized'}",,hq200654.pdf
Accidents & Fatalities,Accident Investigations,2006-06-26,https://railroads.dot.gov/elibrary/hq-2006-55-finalized,True,,"{'Accident Date': 'June 26, 2006', 'Accident Type': 'Highway-Rail Grade Crossing Incident (HRX)', 'Railroad Name': 'Amtrak (ATK)', 'Location': 'ARCOLA, LA\nUnited States', 'Accident Number': 'HQ-2006-55', 'Investigation Status': 'Finalized'}",,hq200655.pdf
Accidents & Fatalities,Accident Investigations,2006-06-27,https://railroads.dot.gov/elibrary/hq-2006-57-finalized,True,,"{'Accident Date': 'June 27, 2006', 'Accident Type': 'Derailment (DRM)', 'Railroad Name': 'CSX Transportation (CSX)', 'Location': 'SAINT JACOBS, IL\nUnited States', 'Accident Number': 'HQ-2006-57', 'Investigation Status': 'Finalized'}",,hq200657.pdf
Accidents & Fatalities,Accident Investigations,2006-06-27,https://railroads.dot.gov/elibrary/hq-2006-56-finalized,True,,"{'Accident Date': 'June 27, 2006', 'Accident Type': 'Derailment (DRM)', 'Railroad Name': 'Burlington Northern Santa Fe (BNSF)/Union Pacific (UP)', 'Location': 'Houston, TX\nUnited States', 'Accident Number': 'HQ-2006-56', 'Investigation Status': 'Finalized'}",,hq200656.pdf
Accidents & Fatalities,Accident Investigations,2006-06-30,https://railroads.dot.gov/elibrary/hq-2006-59-finalized,True,,"{'Accident Date': 'June 30, 2006', 'Accident Type': 'Derailment (DRM)', 'Railroad Name': 'Canadian Pacific (CP)', 'Location': 'ELBOW LAKE, MN\nUnited States', 'Accident Number': 'HQ-2006-59', 'Investigation Status': 'Finalized'}",,hq200659.pdf
Accidents & Fatalities,Accident Investigations,2006-06-30,https://railroads.dot.gov/elibrary/hq-2006-58-finalized,True,,"{'Accident Date': 'June 30, 2006', 'Accident Type': 'Derailment (DRM)', 'Railroad Name': 'Norfolk Southern (NS)', 'Location': 'Keating, PA\nUnited States', 'Accident Number': 'HQ-2006-58', 'Investigation Status': 'Finalized'}",,hq200658.pdf
Accidents & Fatalities,Accident Investigations,2006-07-01,https://railroads.dot.gov/elibrary/hq-2006-61-finalized,True,,"{'Accident Date': 'July 1, 2006', 'Accident Type': 'Head End Collision (HEC)', 'Railroad Name': 'Southeastern Pa Transportation Authority (SEPTA)', 'Location': 'WILLOW GROVE, PA\nUnited States', 'Accident Number': 'HQ-2006-61', 'Investigation Status': 'Finalized'}",,hq200661.pdf
Accidents & Fatalities,Accident Investigations,2006-07-01,https://railroads.dot.gov/elibrary/hq-2006-60-finalized,True,,"{'Accident Date': 'July 1, 2006', 'Accident Type': 'Rear End Collision (REC)', 'Railroad Name': 'Burlington Northern Santa Fe (BNSF)', 'Location': 'Marshall, TX\nUnited States', 'Accident Number': 'HQ-2006-60', 'Investigation Status': 'Finalized'}",,hq200660.pdf
Accidents & Fatalities,Accident Investigations,2006-07-03,https://railroads.dot.gov/elibrary/hq-2006-62-finalized,True,,"{'Accident Date': 'July 3, 2006', 'Accident Type': 'Highway-Rail Grade Crossing Incident (HRX)', 'Railroad Name': 'Amtrak (ATK)/Burlington Northern Santa Fe (BNSF)', 'Location': 'CASTLE ROCK, WA\nUnited States', 'Accident Number': 'HQ-2006-62', 'Investigation Status': 'Finalized'}",,hq200662.pdf
Accidents & Fatalities,Accident Investigations,2006-07-14,https://railroads.dot.gov/elibrary/hq-2006-63-finalized,True,,"{'Accident Date': 'July 14, 2006', 'Accident Type': 'Other Impact Accident (OTI)', 'Railroad Name': 'Union Pacific (UP)', 'Location': 'KLAMATH FALLS, OR\nUnited States', 'Accident Number': 'HQ-2006-63', 'Investigation Status': 'Finalized'}",,hq200663.pdf
Accidents & Fatalities,Accident Investigations,2006-07-16,https://railroads.dot.gov/elibrary/hq-2006-64-finalized,True,,"{'Accident Date': 'July 16, 2006', 'Accident Type': 'Derailment (DRM)', 'Railroad Name': 'Burlington Northern Santa Fe (BNSF)', 'Location': 'McKENZIE, ND\nUnited States', 'Accident Number': 'HQ-2006-64', 'Investigation Status': 'Finalized'}",,hq200664.pdf
Accidents & Fatalities,Accident Investigations,2006-07-17,https://railroads.dot.gov/elibrary/hq-2006-66-finalized,True,,"{'Accident Date': 'July 17, 2006', 'Accident Type': 'Highway-Rail Grade Crossing Incident (HRX)', 'Railroad Name': 'CSX Transportation (CSX)', 'Location': 'Valdosta, GA\nUnited States', 'Accident Number': 'HQ-2006-66', 'Investigation Status': 'Finalized'}",,hq200666.pdf
Accidents & Fatalities,Accident Investigations,2006-07-17,https://railroads.dot.gov/elibrary/hq-2006-65-finalized,True,,"{'Accident Date': 'July 17, 2006', 'Accident Type': 'Derailment (DRM)', 'Railroad Name': 'Union Pacific (UP)', 'Location': 'St Marys, KS\nUnited States', 'Accident Number': 'HQ-2006-65', 'Investigation Status': 'Finalized'}",,hq200665.pdf
Accidents & Fatalities,Accident Investigations,2006-07-27,https://railroads.dot.gov/elibrary/hq-2006-69-finalized,True,,"{'Accident Date': 'July 27, 2006', 'Accident Type': 'Derailment (DRM)', 'Railroad Name': 'Union Pacific (UP)', 'Location': 'CHILOQUIN, OR\nUnited States', 'Accident Number': 'HQ-2006-69', 'Investigation Status': 'Finalized'}",,hq200669.pdf
Accidents & Fatalities,Accident Investigations,2006-07-27,https://railroads.dot.gov/elibrary/hq-2006-68-finalized,True,,"{'Accident Date': 'July 27, 2006', 'Accident Type': 'Derailment (DRM)', 'Railroad Name': 'Central Oregon & Pacific RR, Inc. (CORP)', 'Location': 'ROSEBURG, OR\nUnited States', 'Accident Number': 'HQ-2006-68', 'Investigation Status': 'Finalized'}",,hq200668.pdf
Accidents & Fatalities,Accident Investigations,2006-07-27,https://railroads.dot.gov/elibrary/hq-2006-67-finalized,True,,"{'Accident Date': 'July 27, 2006', 'Accident Type': 'Side Collision (SDC)', 'Railroad Name': 'Union Pacific (UP)', 'Location': 'CHAMPLIN, UT\nUnited States', 'Accident Number': 'HQ-2006-67', 'Investigation Status': 'Finalized'}",,hq200667.pdf
Accidents & Fatalities,Accident Investigations,2006-08-04,https://railroads.dot.gov/elibrary/hq-2006-70-finalized,True,,"{'Accident Date': 'August 4, 2006', 'Accident Type': 'Head End Collision (HEC)', 'Railroad Name': 'CSX Transportation (CSX', 'Location': 'Grovetown, GA\nUnited States', 'Accident Number': 'HQ-2006-70', 'Investigation Status': 'Finalized'}",,hq200670.pdf
Accidents & Fatalities,Accident Investigations,2006-08-10,https://railroads.dot.gov/elibrary/hq-2006-71-finalized,True,,"{'Accident Date': 'August 10, 2006', 'Accident Type': 'Rear End Collision (REC)', 'Railroad Name': 'Paducah & Louisville Rwy Co.(PAL)', 'Location': 'Calvert City, KY\nUnited States', 'Accident Number': 'HQ-2006-71', 'Investigation Status': 'Finalized'}",,hq200671.pdf
Accidents & Fatalities,Accident Investigations,2006-08-12,https://railroads.dot.gov/elibrary/hq-2006-72-finalized,True,,"{'Accident Date': 'August 12, 2006', 'Accident Type': 'Rear End Collision (REC)', 'Railroad Name': 'Union Pacific (UP)', 'Location': 'Bradford, IA\nUnited States', 'Accident Number': 'HQ-2006-72', 'Investigation Status': 'Finalized'}",,hq200672.pdf
Accidents & Fatalities,Accident Investigations,2006-08-16,https://railroads.dot.gov/elibrary/hq-2006-73-finalized,True,,"{'Accident Date': 'August 16, 2006', 'Accident Type': 'Highway-Rail Grade Crossing Incident (HRX)', 'Railroad Name': 'CSX Transportation (CSX)', 'Location': 'Rome, NY\nUnited States', 'Accident Number': 'HQ-2006-73', 'Investigation Status': 'Finalized'}",,hq200673.pdf
Accidents & Fatalities,Accident Investigations,2006-08-22,https://railroads.dot.gov/elibrary/hq-2006-74-finalized,True,,"{'Accident Date': 'August 22, 2006', 'Accident Type': 'Derailment (DRM)', 'Railroad Name': 'Florida East Coast Railway Co.(FEC)', 'Location': 'FT LAUDERDALE, FL\nUnited States', 'Accident Number': 'HQ-2006-74', 'Investigation Status': 'Finalized'}",,hq200674.pdf
Accidents & Fatalities,Accident Investigations,2006-08-26,https://railroads.dot.gov/elibrary/hq-2006-75-finalized,True,,"{'Accident Date': 'August 26, 2006', 'Accident Type': 'Derailment (DRM)', 'Railroad Name': 'Union Pacific (UP)', 'Location': 'REDLANDS, CA\nUnited States', 'Accident Number': 'HQ-2006-75', 'Investigation Status': 'Finalized'}",,hq200675.pdf
Accidents & Fatalities,Accident Investigations,2006-09-08,https://railroads.dot.gov/elibrary/hq-2006-76-finalized,True,,"{'Accident Date': 'September 8, 2006', 'Accident Type': 'Highway-Rail Grade Crossing Incident (HRX)', 'Railroad Name': 'Amtrak (ATK)/Norfolk Southern (NS)', 'Location': 'Wayne, MI\nUnited States', 'Accident Number': 'HQ-2006-76', 'Investigation Status': 'Finalized'}",,hq200676.pdf
Accidents & Fatalities,Accident Investigations,2006-09-19,https://railroads.dot.gov/elibrary/hq-2006-77-finalized,True,,"{'Accident Date': 'September 19, 2006', 'Accident Type': 'Derailment (DRM)', 'Railroad Name': 'Burlington Northern Santa Fe (BNSF)', 'Location': 'CRAWFORD, TX\nUnited States', 'Accident Number': 'HQ-2006-77', 'Investigation Status': 'Finalized'}",,hq200677.pdf
Accidents & Fatalities,Accident Investigations,2006-10-03,https://railroads.dot.gov/elibrary/hq-2006-78-finalized,True,,"{'Accident Date': 'October 3, 2006', 'Accident Type': 'Derailment (DRM)', 'Railroad Name': 'Burlington Northern Santa Fe (BNSF)', 'Location': 'Sherman, MS\nUnited States', 'Accident Number': 'HQ-2006-78', 'Investigation Status': 'Finalized'}",,hq200678.pdf
Accidents & Fatalities,Accident Investigations,2006-10-09,https://railroads.dot.gov/elibrary/hq-2006-79-finalized,True,,"{'Accident Date': 'October 9, 2006', 'Accident Type': 'Other Impact Accident (OTI)', 'Railroad Name': 'Burlington Northern Santa Fe (BNSF)', 'Location': 'Cactus, TX\nUnited States', 'Accident Number': 'HQ-2006-79', 'Investigation Status': 'Finalized'}",,hq200679.pdf
Accidents & Fatalities,Accident Investigations,2006-10-18,https://railroads.dot.gov/elibrary/hq-2006-80-finalized,True,,"{'Accident Date': 'October 18, 2006', 'Accident Type': 'Derailment (DRM)', 'Railroad Name': 'Burlington Northern Santa Fe (BNSF)', 'Location': 'Abbott, NE\nUnited States', 'Accident Number': 'HQ-2006-80', 'Investigation Status': 'Finalized'}",,hq200680.pdf
Accidents & Fatalities,Accident Investigations,2006-10-20,https://railroads.dot.gov/elibrary/hq-2006-81-finalized,True,,"{'Accident Date': 'October 20, 2006', 'Accident Type': 'Derailment (DRM)', 'Railroad Name': 'Norfolk Southern (NS)', 'Location': 'NEW BRIGHTON, PA\nUnited States', 'Accident Number': 'HQ-2006-81', 'Investigation Status': 'Finalized'}",,hq200681.pdf
Accidents & Fatalities,Accident Investigations,2006-10-21,https://railroads.dot.gov/elibrary/hq-2006-82-finalized,True,,"{'Accident Date': 'October 21, 2006', 'Accident Type': 'Derailment (DRM)', 'Railroad Name': 'Burlington Northern Santa Fe (BNSF)', 'Location': 'STE GENEVIEVE, MO\nUnited States', 'Accident Number': 'HQ-2006-82', 'Investigation Status': 'Finalized'}",,hq200682.pdf
Accidents & Fatalities,Accident Investigations,2006-10-23,https://railroads.dot.gov/elibrary/hq-2006-83-finalized,True,,"{'Accident Date': 'October 23, 2006', 'Accident Type': 'Highway-Rail Grade Crossing Incident (HRX)', 'Railroad Name': 'Massachusetts Bay Commuter RR Co. (MBCR)', 'Location': 'Franklin, MA\nUnited States', 'Accident Number': 'HQ-2006-83', 'Investigation Status': 'Finalized'}",,hq200683.pdf
Accidents & Fatalities,Accident Investigations,2006-10-24,https://railroads.dot.gov/elibrary/hq-2006-84-finalized,True,,"{'Accident Date': 'October 24, 2006', 'Accident Type': 'Head End Collision (HEC)', 'Railroad Name': 'CSX Transportation (CSX)', 'Location': 'CATLETTSBURG, KY\nUnited States', 'Accident Number': 'HQ-2006-84', 'Investigation Status': 'Finalized'}",,hq200684.pdf
Accidents & Fatalities,Accident Investigations,2006-10-27,https://railroads.dot.gov/elibrary/hq-2006-86-finalized,True,,"{'Accident Date': 'October 27, 2006', 'Accident Type': 'Derailment (DRM)', 'Railroad Name': 'Burlington Northern Santa Fe (BNSF)', 'Location': 'MILTONVALE, KS\nUnited States', 'Accident Number': 'HQ-2006-86', 'Investigation Status': 'Finalized'}",,hq200686.pdf
Accidents & Fatalities,Accident Investigations,2006-10-27,https://railroads.dot.gov/elibrary/hq-2006-85-finalized,True,,"{'Accident Date': 'October 27, 2006', 'Accident Type': 'Derailment (DRM)', 'Railroad Name': 'Burlington Northern Santa Fe (BNSF)', 'Location': 'NEW SALEM, NE\nUnited States', 'Accident Number': 'HQ-2006-85', 'Investigation Status': 'Finalized'}",,hq200685.pdf
Accidents & Fatalities,Accident Investigations,2006-11-08,https://railroads.dot.gov/elibrary/hq-2006-87-finalized,True,,"{'Accident Date': 'November 8, 2006', 'Accident Type': 'Highway-Rail Grade Crossing Incident (HRX)', 'Railroad Name': 'Union Pacific (UP)', 'Location': 'Kismet, KS\nUnited States', 'Accident Number': 'HQ-2006-87', 'Investigation Status': 'Finalized'}",,hq200687.pdf
Accidents & Fatalities,Accident Investigations,2006-11-09,https://railroads.dot.gov/elibrary/hq-2006-88-finalized,True,,"{'Accident Date': 'November 9, 2006', 'Accident Type': 'Derailment (DRM)', 'Railroad Name': 'Union Pacific (UP)', 'Location': 'Midas, CA\nUnited States', 'Accident Number': 'HQ-2006-88', 'Investigation Status': 'Finalized'}",,hq200688.pdf
Accidents & Fatalities,Accident Investigations,2006-11-13,https://railroads.dot.gov/elibrary/hq-2006-89-finalized,True,,"{'Accident Date': 'November 13, 2006', 'Accident Type': 'Derailment (DRM)', 'Railroad Name': 'Montana Rail Link (MRL)', 'Location': 'TROUT CREEK, MT\nUnited States', 'Accident Number': 'HQ-2006-89', 'Investigation Status': 'Finalized'}",,hq200689.pdf
Accidents & Fatalities,Accident Investigations,2006-11-20,https://railroads.dot.gov/elibrary/hq-2006-90-finalized,True,,"{'Accident Date': 'November 20, 2006', 'Accident Type': 'Highway-Rail Grade Crossing Incident (HRX)', 'Railroad Name': 'Canadian National (CN)', 'Location': 'Marissa, IL\nUnited States', 'Accident Number': 'HQ-2006-90', 'Investigation Status': 'Finalized'}",,hq200690.pdf
Accidents & Fatalities,Accident Investigations,2006-11-22,https://railroads.dot.gov/elibrary/hq-2006-91-finalized,True,,"{'Accident Date': 'November 22, 2006', 'Accident Type': 'Head End Collision (HEC)', 'Railroad Name': 'Union Pacific (UP)/Burlington Northern Santa Fe (BNSF)', 'Location': 'MEMPHIS, TN\nUnited States', 'Accident Number': 'HQ-2006-91', 'Investigation Status': 'Finalized'}",,hq200691.pdf
Accidents & Fatalities,Accident Investigations,2006-11-29,https://railroads.dot.gov/elibrary/hq-2006-92-finalized,True,,"{'Accident Date': 'November 29, 2006', 'Accident Type': 'Other Impact Accident (OTI)', 'Railroad Name': 'Burlington Northern Santa Fe (BNSF)', 'Location': 'Sadler, MO\nUnited States', 'Accident Number': 'HQ-2006-92', 'Investigation Status': 'Finalized'}",,hq200692.pdf
Accidents & Fatalities,Accident Investigations,2006-11-30,https://railroads.dot.gov/elibrary/hq-2006-93-finalized,True,,"{'Accident Date': 'November 30, 2006', 'Accident Type': 'Derailment (DRM)', 'Railroad Name': 'CSX Transportation (CSX)', 'Location': 'NORTH BALTIMORE, OH\nUnited States', 'Accident Number': 'HQ-2006-93', 'Investigation Status': 'Finalized'}",,hq200693.pdf
Accidents & Fatalities,Accident Investigations,2006-12-02,https://railroads.dot.gov/elibrary/hq-2006-94-finalized,True,,"{'Accident Date': 'December 2, 2006', 'Accident Type': 'Highway-Rail Grade Crossing Incident (HRX)', 'Railroad Name': 'Saginaw Bay Southern Railroad (SBSR)', 'Location': 'Saginaw, MI\nUnited States', 'Accident Number': 'HQ-2006-94', 'Investigation Status': 'Finalized'}",,hq200694.pdf
Accidents & Fatalities,Accident Investigations,2006-12-04,https://railroads.dot.gov/elibrary/hq-2006-95-finalized,True,,"{'Accident Date': 'December 4, 2006', 'Accident Type': 'Derailment (DRM)', 'Railroad Name': 'Union Pacific (UP)', 'Location': 'Zeigler, IL\nUnited States', 'Accident Number': 'HQ-2006-95', 'Investigation Status': 'Finalized'}",,hq200695.pdf
Accidents & Fatalities,Accident Investigations,2006-12-05,https://railroads.dot.gov/elibrary/hq-2006-96-finalized,True,,"{'Accident Date': 'December 5, 2006', 'Accident Type': 'Other Impact Accident (OTI)', 'Railroad Name': 'Union Pacific (UP)', 'Location': 'Dover, MO\nUnited States', 'Accident Number': 'HQ-2006-96', 'Investigation Status': 'Finalized'}",,hq200696.pdf
Accidents & Fatalities,Accident Investigations,2006-12-07,https://railroads.dot.gov/elibrary/hq-2006-97-finalized,True,,"{'Accident Date': 'December 7, 2006', 'Accident Type': 'Derailment (DRM)', 'Railroad Name': 'Norfolk Southern (NS)', 'Location': 'BLOOMBURG, PA\nUnited States', 'Accident Number': 'HQ-2006-97', 'Investigation Status': 'Finalized'}",,hq200697.pdf
Accidents & Fatalities,Accident Investigations,2006-12-08,https://railroads.dot.gov/elibrary/hq-2006-98-finalized,True,,"{'Accident Date': 'December 8, 2006', 'Accident Type': 'Derailment (DRM)', 'Railroad Name': 'Burlington Northern Santa Fe (BNSF)', 'Location': 'Casey, OK\nUnited States', 'Accident Number': 'HQ-2006-98', 'Investigation Status': 'Finalized'}",,hq200698.pdf
Accidents & Fatalities,Accident Investigations,2006-12-15,https://railroads.dot.gov/elibrary/hq-2006-99-finalized,True,,"{'Accident Date': 'December 15, 2006', 'Accident Type': 'Derailment (DRM)', 'Railroad Name': 'CSX Transportation (CSX)', 'Location': 'WOODSTOCK, MD\nUnited States', 'Accident Number': 'HQ-2006-99', 'Investigation Status': 'Finalized'}",,hq200699.pdf
Accidents & Fatalities,Accident Investigations,2006-12-15,https://railroads.dot.gov/elibrary/hq-2006-100-finalized,True,,"{'Accident Date': 'December 15, 2006', 'Accident Type': 'Derailment (DRM)', 'Railroad Name': 'Union Pacific (UP)', 'Location': 'Marlin, TX\nUnited States', 'Accident Number': 'HQ-2006-100', 'Investigation Status': 'Finalized'}",,hq2006100.pdf
Accidents & Fatalities,Accident Investigations,2006-12-16,https://railroads.dot.gov/elibrary/hq-2006-101-finalized,True,,"{'Accident Date': 'December 16, 2006', 'Accident Type': 'Derailment (DRM)', 'Railroad Name': 'Norfolk Southern (NS)', 'Location': 'CHATTANOOGA, TN\nUnited States', 'Accident Number': 'HQ-2006-101', 'Investigation Status': 'Finalized'}",,hq2006101.pdf
Accidents & Fatalities,Accident Investigations,2006-12-22,https://railroads.dot.gov/elibrary/hq-2006-102-finalized,True,,"{'Accident Date': 'December 22, 2006', 'Accident Type': 'Side Collision (SDC)', 'Railroad Name': 'Union Pacific (UP)', 'Location': 'Peck, KS\nUnited States', 'Accident Number': 'HQ-2006-102', 'Investigation Status': 'Finalized'}",,hq2006102.pdf
Accidents & Fatalities,Accident Investigations,2007-01-09,https://railroads.dot.gov/elibrary/hq-2007-01-finalized,True,,"{'Accident Date': 'January 9, 2007', 'Accident Type': 'Other Impact Accident (OTI)', 'Railroad Name': 'Massachusetts Bay Transit Authority (MBTA)', 'Location': 'WOBURN, MA\nUnited States', 'Accident Number': 'HQ-2007-01', 'Investigation Status': 'Finalized'}",,hq200701.pdf
Accidents & Fatalities,Accident Investigations,2007-01-15,https://railroads.dot.gov/elibrary/hq-2007-02-finalized,True,,"{'Accident Date': 'January 15, 2007', 'Accident Type': 'Other Impact Accident (OTI)', 'Railroad Name': 'CSX Transportation (CSX)', 'Location': 'Calla, KY\nUnited States', 'Accident Number': 'HQ-2007-02', 'Investigation Status': 'Finalized'}",,hq200702.pdf
Accidents & Fatalities,Accident Investigations,2007-01-16,https://railroads.dot.gov/elibrary/hq-2007-03-finalized,True,,"{'Accident Date': 'January 16, 2007', 'Accident Type': 'Derailment (DRM)', 'Railroad Name': 'CSX Transportation (CSX)', 'Location': 'SHEPHERDSVILLE, KY\nUnited States', 'Accident Number': 'HQ-2007-03', 'Investigation Status': 'Finalized'}",,hq200703.pdf
Accidents & Fatalities,Accident Investigations,2007-01-17,https://railroads.dot.gov/elibrary/hq-2007-04-finalized,True,,"{'Accident Date': 'January 17, 2007', 'Accident Type': 'Derailment (DRM)', 'Railroad Name': 'Union Pacific (UP)', 'Location': 'GORE, OK\nUnited States', 'Accident Number': 'HQ-2007-04', 'Investigation Status': 'Finalized'}",,hq200704.pdf
Accidents & Fatalities,Accident Investigations,2007-01-30,https://railroads.dot.gov/elibrary/hq-2007-05-finalized,True,,"{'Accident Date': 'January 30, 2007', 'Accident Type': 'Derailment (DRM)', 'Railroad Name': 'Burlington Northern Santa Fe (BNSF)', 'Location': 'COLUMBUS, KS\nUnited States', 'Accident Number': 'HQ-2007-05', 'Investigation Status': 'Finalized'}",,hq200705.pdf
Accidents & Fatalities,Accident Investigations,2007-02-08,https://railroads.dot.gov/elibrary/hq-2007-06-finalized,True,,"{'Accident Date': 'February 8, 2007', 'Accident Type': 'Highway-Rail Grade Crossing Incident (HRX)', 'Railroad Name': 'CSX Transportation (CSX)', 'Location': 'THORSBY, AL\nUnited States', 'Accident Number': 'HQ-2007-06', 'Investigation Status': 'Finalized'}",,hq200706.pdf
Accidents & Fatalities,Accident Investigations,2007-02-15,https://railroads.dot.gov/elibrary/hq-2007-07-finalized,True,,"{'Accident Date': 'February 15, 2007', 'Accident Type': 'Other Impact Accident (OTI)', 'Railroad Name': 'Norfolk Southern (NS)', 'Location': 'PLAINFIELD, NJ\nUnited States', 'Accident Number': 'HQ-2007-07', 'Investigation Status': 'Finalized'}",,hq200707.pdf
Accidents & Fatalities,Accident Investigations,2007-02-17,https://railroads.dot.gov/elibrary/hq-2007-08-finalized,True,,"{'Accident Date': 'February 17, 2007', 'Accident Type': 'Highway-Rail Grade Crossing Incident (HRX)', 'Railroad Name': 'Norfolk Southern (NS)', 'Location': 'CENTRALIA, IL\nUnited States', 'Accident Number': 'HQ-2007-08', 'Investigation Status': 'Finalized'}",,hq200708.pdf
Accidents & Fatalities,Accident Investigations,2007-02-21,https://railroads.dot.gov/elibrary/hq-2007-09-finalized,True,,"{'Accident Date': 'February 21, 2007', 'Accident Type': 'Side Collision (SDC)', 'Railroad Name': 'Norfolk Southern (NS)', 'Location': 'Goshen, IN\nUnited States', 'Accident Number': 'HQ-2007-09', 'Investigation Status': 'Finalized'}",,hq200709.pdf
Accidents & Fatalities,Accident Investigations,2007-03-04,https://railroads.dot.gov/elibrary/hq-2007-10-finalized,True,,"{'Accident Date': 'March 4, 2007', 'Accident Type': 'Derailment (DRM)', 'Railroad Name': 'Union Pacific (UP)', 'Location': 'CHANDLER, TX\nUnited States', 'Accident Number': 'HQ-2007-10', 'Investigation Status': 'Finalized'}",,hq200710.pdf
Accidents & Fatalities,Accident Investigations,2007-03-07,https://railroads.dot.gov/elibrary/hq-2007-11-finalized,True,,"{'Accident Date': 'March 7, 2007', 'Accident Type': 'Head End Collision (HEC)', 'Railroad Name': 'Canadian National (CN)/Metra (METRA)', 'Location': 'Chicago, IL\nUnited States', 'Accident Number': 'HQ-2007-11', 'Investigation Status': 'Finalized'}",,hq200711.pdf
Accidents & Fatalities,Accident Investigations,2007-03-08,https://railroads.dot.gov/elibrary/hq-2007-12-finalized,True,,"{'Accident Date': 'March 8, 2007', 'Accident Type': 'Derailment (DRM)', 'Railroad Name': 'Kansas City Southern (KCS', 'Location': 'HATTISBURG, MS\nUnited States', 'Accident Number': 'HQ-2007-12', 'Investigation Status': 'Finalized'}",,hq200712.pdf
Accidents & Fatalities,Accident Investigations,2007-03-12,https://railroads.dot.gov/elibrary/hq-2007-13-finalized,True,,"{'Accident Date': 'March 12, 2007', 'Accident Type': 'Derailment (DRM)', 'Railroad Name': 'CSX Transportation (CSX)', 'Location': 'ONEIDA, NY\nUnited States', 'Accident Number': 'HQ-2007-13', 'Investigation Status': 'Finalized'}",,hq200713.pdf
Accidents & Fatalities,Accident Investigations,2007-04-06,https://railroads.dot.gov/elibrary/hq-2007-14-finalized,True,,"{'Accident Date': 'April 6, 2007', 'Accident Type': 'Side Collision (SDC)', 'Railroad Name': 'Missouri & Northern Arkansas RR Co. Inc. (MNA)', 'Location': 'BERGEN, AR\nUnited States', 'Accident Number': 'HQ-2007-14', 'Investigation Status': 'Finalized'}",,hq200714.pdf
Accidents & Fatalities,Accident Investigations,2007-04-07,https://railroads.dot.gov/elibrary/hq-2007-16-finalized,True,,"{'Accident Date': 'April 7, 2007', 'Accident Type': 'Rear End Collision (REC)', 'Railroad Name': 'Union Pacific (UP)', 'Location': 'INDEPENDENCE, MO\nUnited States', 'Accident Number': 'HQ-2007-16', 'Investigation Status': 'Finalized'}",,hq200716.pdf
Accidents & Fatalities,Accident Investigations,2007-04-07,https://railroads.dot.gov/elibrary/hq-2007-15-finalized,True,,"{'Accident Date': 'April 7, 2007', 'Accident Type': 'Derailment (DRM)', 'Railroad Name': 'Burlington Northern Santa Fe (BNSF)', 'Location': 'Olden, MO\nUnited States', 'Accident Number': 'HQ-2007-15', 'Investigation Status': 'Finalized'}",,hq200715.pdf
Accidents & Fatalities,Accident Investigations,2007-04-08,https://railroads.dot.gov/elibrary/hq-2007-19-finalized,True,,"{'Accident Date': 'April 8, 2007', 'Accident Type': 'Derailment (DRM)', 'Railroad Name': 'Union Pacific (UP)', 'Location': 'BROADWATER, NE\nUnited States', 'Accident Number': 'HQ-2007-19', 'Investigation Status': 'Finalized'}",,hq200719.pdf
Accidents & Fatalities,Accident Investigations,2007-04-08,https://railroads.dot.gov/elibrary/hq-2007-18-finalized,True,,"{'Accident Date': 'April 8, 2007', 'Accident Type': 'Highway-Rail Grade Crossing Incident (HRX)', 'Railroad Name': 'Iowa Chicago & Eastern RR Co. (ICE)', 'Location': 'EXCELSIOR SPRINGS, MO\nUnited States', 'Accident Number': 'HQ-2007-18', 'Investigation Status': 'Finalized'}",,hq200718.pdf
Accidents & Fatalities,Accident Investigations,2007-04-08,https://railroads.dot.gov/elibrary/hq-2007-17-finalized,True,,"{'Accident Date': 'April 8, 2007', 'Accident Type': 'Derailment (DRM)', 'Railroad Name': 'Burlington Northern Santa Fe (BNSF)', 'Location': 'Degraw, NE\nUnited States', 'Accident Number': 'HQ-2007-17', 'Investigation Status': 'Finalized'}",,hq200717.pdf
